dilirank_name,is_dili,n_targets_uniprot,n_targets_mapped,ecnp_z,ecnp_mu_T,ecnp_sigma_T,pool_size,I_T,k,drugbank_id,smiles
Nilotinib hydrochloride,1,2,2,-0.15843179910564223,0.014608459373659588,0.0028856990149770186,158,0.0141512728870394,1,DB04868,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.Cl
Nilutamide,1,1,1,-0.009817404209215176,0.01610714109775687,0.0039598309018468334,130,0.0160682658371933,1,DB00665,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C
Nimesulide,1,4,4,3.6737650719451866,0.08362379707736826,0.046430676466734544,360,0.254199194547645,2,DB04743,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
Niperotidine,1,1,1,,0.0,0.0,0,0.0,0,DB13760,CN(C)CC1=CC=C(O1)CSCCNC(=C[N+](=O)[O-])NCC2=CC3=C(C=C2)OCO3
Nitazoxanide,0,1,1,,0.0,0.0,0,0.0,0,DB00507,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-]
Nitrofurantoin,1,3,3,,0.0,0.0,0,0.0,0,DB00698,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
Nitroglycerin,0,4,4,0.0398758274882853,0.0311134603213002,0.08572606711661733,151,0.0345318581848916,2,DB00727,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]
Nizatidine,1,1,1,,0.0,0.0,0,0.0,0,DB00585,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
Nomifensine,1,8,8,-0.33805072383208706,0.1255751422288353,0.1457907607980608,108,0.0762904700130202,2,DB04821,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3
Norethindrone acetate,0,3,3,-0.004922393476165429,0.03227708174650695,0.12740088093962787,256,0.031649964481312,2,DB00717,CC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C#C
Norfloxacin,1,7,7,0.4302961145417926,0.04062413115564739,0.14163825313498427,58,0.101570521150118,2,DB01059,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Nortriptyline hydrochloride,1,15,15,-0.010688352328031827,0.03988531043325293,0.08885084902073015,247,0.0389356412542746,3,DB00540,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl
Obeticholic acid,1,1,1,2.9665881684891966,0.05840236158135745,0.046348715715373946,148,0.1958999132472551,1,DB05990,CCC1C2CC(CCC2(C3CCC4(C(C3C1O)CCC4C(C)CCC(=O)O)C)C)O
Octreotide acetate,1,1,1,,0.0,0.0,0,0.0,0,DB00104,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O.CC(=O)O.CC(=O)O
Ofloxacin,1,5,5,0.9094290419888179,0.020312065577823696,0.03350805130501869,58,0.050785260575059,1,DB01165,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
Olanzapine,1,20,20,-0.0025204734926219754,0.0267821379368882,0.13965227418029136,241,0.0264301480816324,2,DB00334,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
Olaparib,1,4,4,0.3754960429998253,0.07296047351743253,0.08120076904080921,461,0.1034510409807991,4,DB09074,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F
Olsalazine sodium,1,3,3,-0.13384273408103012,0.11814093698782738,0.14000159994556408,463,0.09940274007539449,2,DB01250,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)[O-])C(=O)O)C(=O)O)[O-].[Na+].[Na+]
Omeprazole,1,3,3,2.7015487964612306,0.0607659476643289,0.0504049456027493,177,0.1969373677931301,1,DB00338,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
Ondansetron hydrochloride,1,5,5,,0.0,0.0,0,0.0,0,DB00904,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C.Cl
Opicapone,0,1,1,-0.45816436972348595,0.06709177921425617,0.06277801007578365,247,0.0383291317953901,1,DB11632,CC1=C(C(=[N+](C(=C1Cl)C)[O-])Cl)C2=NOC(=N2)C3=CC(=C(C(=C3)O)O)[N+](=O)[O-]
Orlistat,1,4,4,-0.453799494807779,0.11319608555657523,0.10593277971847995,545,0.0651238436367453,3,DB01083,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O
Orphenadrine hydrochloride,0,7,7,,0.0,0.0,0,0.0,0,DB01173,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.Cl
Osimertinib mesylate,1,1,1,0.08563662204009898,0.017206090601678693,0.033927486325892785,23,0.0201115259249398,1,DB09330,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC.CS(=O)(=O)O
Ospemifene,0,1,1,0.5741317246955044,0.012460870776492033,0.012197430863205528,68,0.0194638027948384,1,DB04938,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)C3=CC=C(C=C3)OCCO)CCCl
Oxacillin sodium,1,10,10,,0.0,0.0,0,0.0,0,DB00713,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].O.[Na+]
Oxandrolone,1,1,1,-0.009817404209215176,0.01610714109775687,0.0039598309018468334,130,0.0160682658371933,1,DB00621,CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C
Oxaprozin,1,2,2,2.5383099739807014,0.07734422894122142,0.06548941841344119,168,0.2435766728902546,1,DB00991,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3
Oxcarbazepine,1,2,2,,0.0,0.0,0,0.0,0,DB00776,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
Oxycodone hydrochloride,1,3,3,,0.0,0.0,0,0.0,0,DB00497,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O.Cl
Oxymetholone,1,2,2,-0.009817404209215176,0.01610714109775687,0.0039598309018468334,130,0.0160682658371933,1,DB06412,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C
Oxymorphone hydrochloride,0,2,2,,0.0,0.0,0,0.0,0,DB01192,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O.Cl
Oxytocin,0,4,4,-0.11049008962403307,0.012825694343039063,0.0021670229860052733,253,0.012586259779098,1,DB00107,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N
Paclitaxel,1,3,3,4.26830807606249,0.037441179052790534,0.04011728140459537,122,0.2086740952616965,1,DB01229,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
Pafolacianine sodium,0,1,1,,0.0,0.0,0,0.0,0,DB15413,CC1(C2=C(C=CC(=C2)S(=O)(=O)[O-])[N+](=C1C=CC3=C(C(=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC(=C5)S(=O)(=O)[O-])(C)C)CCC3)OC6=CC=C(C=C6)CC(C(=O)[O-])NC(=O)C7=CC=C(C=C7)NCC8=CN=C9C(=N8)C(=O)NC(=N9)N)CCCCS(=O)(=O)[O-])C.[Na+].[Na+].[Na+].[Na+]
Palbociclib,1,2,2,-0.0017083736708927743,0.015703861213495166,0.1387762948126967,276,0.015466779445293101,2,DB09073,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C
Paliperidone,1,15,15,-0.0026980408730877,0.040517568463671855,0.13964987278397187,244,0.0401407873989792,3,DB01267,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
Pantoprazole sodium,1,3,3,,0.0,0.0,0,0.0,0,DB00213,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC(F)F)OC.[Na+]
Papaverine hydrochloride,1,5,5,-0.2383913001388847,0.015088077765324994,0.0032537552393514225,199,0.0143124108234823,1,DB01113,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl
Paromomycin sulfate,0,3,3,0.0033890262688367812,0.004369512268883245,0.0023482459828753515,87,0.0043774705362049,1,DB01421,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O
Paroxetine hydrochloride,1,12,12,-0.07478464595336558,0.01339034171667704,0.0023436318194263424,242,0.0132150740408162,1,DB00715,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl
Pazopanib hydrochloride,1,10,10,1.1344703465111405,0.16081704799151011,0.09952750190035738,967,0.27372804755979674,7,DB06589,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl
Pegfilgrastim,0,1,1,-0.06768078148852828,0.01150629046840026,0.0018400990563468822,240,0.0113817511262504,1,DB00019,CC(C(C(=O)O)N)OC1C(C(C(C(O1)COC2(CC(C(C(O2)C(C(CO)O)O)NC(=O)CNC(=O)OCCOC)O)C(=O)O)O)O)NC(=O)C
Penbutolol sulfate,0,4,4,0.013111658454856514,0.00980896800276412,0.0012417764770671757,226,0.0098252497518087,1,DB01359,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O.CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O.OS(=O)(=O)O
Penicillin v potassium,0,5,4,,0.0,0.0,0,0.0,0,DB00417,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)[O-])C.[K+]
Pentagastrin,0,1,1,,0.0,0.0,0,0.0,0,DB00183,CC(C)(C)OC(=O)NCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N
Pentostatin,1,1,1,-0.4567613737918908,0.05003549127580712,0.05061751940750488,242,0.0269153635732975,1,DB00552,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O
Perampanel,0,4,4,,0.0,0.0,0,0.0,0,DB08883,C1=CC=C(C=C1)N2C=C(C=C(C2=O)C3=CC=CC=C3C#N)C4=CC=CC=N4
Perhexiline,1,4,4,-0.15050221317511941,0.07206863457499832,0.138991240850898,621,0.0511501452149821,3,DB01074,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3
Perphenazine,1,3,3,-0.3256684060496611,0.008863966888560589,0.0017315022398617314,133,0.0083000713140334,1,DB00850,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
Pexidartinib hydrochloride,1,4,4,-0.053568189802155886,0.04086911590395498,0.07859143905167099,380,0.0366591147800105,2,DB12978,C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F.Cl
Phendimetrazine tartrate,0,3,3,-0.0025204734926219754,0.0267821379368882,0.13965227418029136,241,0.0264301480816324,2,DB01579,CC1C(OCCN1C)C2=CC=CC=C2.C(C(C(=O)O)O)(C(=O)O)O
Phenelzine sulfate,1,7,7,0.3876617247115763,0.3207159610633672,0.10079578494959614,659,0.3597906289005848,6,DB00780,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O
Phenobarbital sodium,1,7,7,5.3258237937722,0.0431035298306696,0.03274428281050916,240,0.2174938103328853,2,DB01174,CCC1(C(=O)NC(=NC1=O)[O-])C2=CC=CC=C2.[Na+]
Phenoxybenzamine hydrochloride,0,9,9,0.01763075583792651,0.056154627989631604,0.11976119995080232,552,0.058266108464821297,5,DB00925,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl
Phentolamine mesylate,0,4,4,-0.07478464595336558,0.01339034171667704,0.0023436318194263424,242,0.0132150740408162,1,DB00692,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O.CS(=O)(=O)O
Phenytoin,1,10,10,2.124555835710514,0.04658774456197126,0.08488911973956906,489,0.2269394192930013,3,DB00252,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
Phytonadione,0,2,2,0.32740732555620106,0.12092929825386337,0.09581550079343418,345,0.1522999951154697,2,DB01022,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C
Piflufolastat f-18,0,1,1,-0.3119503127326392,0.017761279823616246,0.005144940769421512,143,0.0161563139416043,1,DB14805,C1=CC(=NC=C1C(=O)NCCCCC(C(=O)O)NC(=O)NC(CCC(=O)O)C(=O)O)F
Pimavanserin tartrate,0,3,3,-0.23750578319523244,0.010282005770248162,0.0014215465446975263,235,0.0099443802448013,1,DB05316,CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C.CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C.C(C(C(=O)O)O)(C(=O)O)O
Pimozide,0,4,4,-0.3256684060496611,0.008863966888560589,0.0017315022398617314,133,0.0083000713140334,1,DB01100,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
Pindolol,0,5,5,0.013111658454856514,0.00980896800276412,0.0012417764770671757,226,0.0098252497518087,1,DB00960,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
Pioglitazone hydrochloride,1,2,2,-0.8534197628630389,0.10388890856522377,0.051957071435840496,148,0.0595477169813908,2,DB01132,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl
Pirfenidone,1,1,1,-0.36946632330630264,0.050588369573473,0.055617756342826494,104,0.0300394816269431,1,DB04951,CC1=CN(C(=O)C=C1)C2=CC=CC=C2
Piroxicam,1,2,2,2.5383099739807014,0.07734422894122142,0.06548941841344119,168,0.2435766728902546,1,DB00554,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
Pitolisant hydrochloride,0,2,2,,0.0,0.0,0,0.0,0,DB11642,C1CCN(CC1)CCCOCCCC2=CC=C(C=C2)Cl.Cl
Plerixafor,0,1,1,0.3020588972401224,0.029105545731527602,0.05220969852759039,119,0.0448759496940108,1,DB06809,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3
Pomalidomide,1,3,3,3.3096239622550256,0.08901946462715749,0.04799128240480034,304,0.24785256285343268,2,DB08910,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N
Posaconazole,1,1,1,,0.0,0.0,0,0.0,0,DB01263,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F
Pralnacasan,1,1,1,-0.4889065320256034,0.05841215505331721,0.0587110116619968,174,0.0297079579499356,1,DB04875,CCOC1C(CC(=O)O1)NC(=O)C2CCCN3N2C(=O)C(CCC3=O)NC(=O)C4=NC=CC5=CC=CC=C54
Pramlintide acetate,0,5,5,-0.004211340368458477,0.0219566947593822,0.1305597387797365,384,0.0214068632609637,3,DB01278,CCC(C)C(C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N)NC(=O)C4CCCN4C(=O)CNC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC6=CNC=N6)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(=O)N)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C8CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N8)C(C)O)C)C(C)O)CC(=O)N)NC(=O)C(CCCCN)N.CC(=O)O
Prasugrel hydrochloride,1,1,1,,0.0,0.0,0,0.0,0,DB06209,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4.Cl
Pravastatin sodium,1,2,2,-0.05845805233689233,0.025095948657123855,0.08633836477987539,165,0.0200487760101402,2,DB00175,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)[O-])O)O)O.[Na+]
Prednisolone,1,1,1,-0.16231866614558746,0.016198431040716707,0.00379951616929161,143,0.0155816986441187,1,DB00860,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
Prednisone,1,1,1,-0.16231866614558746,0.016198431040716707,0.00379951616929161,143,0.0155816986441187,1,DB00635,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C
Pregabalin,1,1,1,,0.0,0.0,0,0.0,0,DB00230,CC(C)CC(CC(=O)O)CN
Primidone,0,11,11,0.08187328544060735,0.008732696512342195,0.0010628443500014515,183,0.0088197150711888,1,DB00794,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
Procainamide hydrochloride,1,3,3,-0.7224632856658597,0.011609264881816052,0.0023172174341270636,138,0.0099351603607544,1,DB01035,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N.Cl
Procarbazine hydrochloride,1,1,1,-0.419400832823415,0.0631575800962809,0.05911186072550569,104,0.0383660164782621,1,DB01168,CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl
Prochlorperazine maleate,1,4,4,-0.07478464595336558,0.01339034171667704,0.0023436318194263424,242,0.0132150740408162,1,DB00433,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O
Procyclidine hydrochloride,0,5,5,,0.0,0.0,0,0.0,0,DB00387,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O.Cl
Progesterone,1,10,10,1.5110606430293325,0.312370965124633,0.07959833494800514,909,0.43264887631522986,7,DB00396,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
Promethazine hydrochloride,1,13,13,-0.026205757720913273,0.024244925649101877,0.10416719574850528,324,0.0215151453548496,2,DB01069,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl
Propafenone hydrochloride,1,4,4,0.013111658454856514,0.00980896800276412,0.0012417764770671757,226,0.0098252497518087,1,DB01182,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O.Cl
Propofol,1,5,5,,0.0,0.0,0,0.0,0,DB00818,CC(C)C1=C(C(=CC=C1)C(C)C)O
Propoxyphene hydrochloride,1,5,5,0.9978390943684637,0.06124343441980838,0.05128960965980739,177,0.1124222120732626,1,DB00647,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C.Cl
Propylthiouracil,1,2,2,,0.0,0.0,0,0.0,0,DB00550,CCCC1=CC(=O)NC(=S)N1
Protirelin,0,1,1,,0.0,0.0,0,0.0,0,DB09421,C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N
Protriptyline hydrochloride,0,2,2,,0.0,0.0,0,0.0,0,DB00344,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl
Pseudoephedrine hydrochloride,0,13,13,0.09225517373974722,0.05053815898753764,0.10972357038285593,615,0.0606607260365534,4,DB00852,CC(C(C1=CC=CC=C1)O)NC.Cl
Pyrazinamide,1,2,2,,0.0,0.0,0,0.0,0,DB00339,C1=CN=C(C=N1)C(=O)N
Pyridoxine hydrochloride,0,2,2,-0.4481110426698696,0.12122024630715666,0.12749010907719033,348,0.0640905205984815,2,DB00165,CC1=NC=C(C(=C1O)CO)CO.Cl
Pyrimethamine,1,4,3,-0.011004645740496147,0.0258925415324035,0.08161929754162228,340,0.0249943500773698,2,DB00205,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
Quazepam,0,3,3,-0.5341522236995966,0.02755790755617818,0.011987079094581358,190,0.0211549826021446,1,DB01589,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F
Quinapril hydrochloride,1,1,1,,0.0,0.0,0,0.0,0,DB00881,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O.Cl
Quinine sulfate,1,2,2,,0.0,0.0,0,0.0,0,DB00468,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.OS(=O)(=O)O
Rabeprazole sodium,1,1,1,,0.0,0.0,0,0.0,0,DB01129,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCCCOC.[Na+]
Raloxifene hydrochloride,1,4,4,-0.5052663765936908,0.08169602340109797,0.07644942071046869,178,0.043068701606032794,2,DB00481,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl
Raltegravir potassium,1,2,2,,0.0,0.0,0,0.0,0,DB06817,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)[O-])C(=O)NCC3=CC=C(C=C3)F.[K+]
Ramelteon,0,2,2,,0.0,0.0,0,0.0,0,DB00980,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3
Ramipril,1,2,2,,0.0,0.0,0,0.0,0,DB00178,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O
Ranitidine hydrochloride,1,2,2,-0.40743304386701856,0.0470324773434482,0.04398790196062564,270,0.0291103525543065,1,DB00863,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C.Cl
Ranolazine,0,6,6,3.0410549626593215,0.055815407606176204,0.0760844120030627,319,0.2871922863091065,2,DB00243,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O
Regadenoson,0,1,1,-0.13984752067468,0.012848974552764098,0.0023318209191622694,235,0.0125228751785619,1,DB06213,CNC(=O)C1=CN(N=C1)C2=NC(=C3C(=N2)N(C=N3)C4C(C(C(O4)CO)O)O)N
Regorafenib,1,18,18,0.5806007753653921,0.3282464262308913,0.0998384137797467,1450,0.38621268668266306,14,DB08896,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F
Remdesivir,1,4,4,0.08187328544060735,0.008732696512342195,0.0010628443500014515,183,0.0088197150711888,1,DB14761,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4
Remifentanil hydrochloride,1,3,3,,0.0,0.0,0,0.0,0,DB00899,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC.Cl
Repaglinide,1,4,4,0.0943581828783979,0.016997673424743082,0.11360385209647463,274,0.0277171264765527,2,DB00912,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
Reserpine,0,3,3,,0.0,0.0,0,0.0,0,DB00206,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
Ribavirin,1,5,4,-0.01181923541810642,0.02893025612399794,0.1396591330389789,196,0.027279591952321602,2,DB00811,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
Riboflavin 5'-phosphate,0,54,45,-0.007437096846402864,0.41010002941943485,0.0633123074172041,1365,0.4096291696576039,11,DB03247,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O
Rifabutin,1,5,5,-0.024835325079504287,0.03150733240271435,0.10543456132227579,169,0.0288888307976607,2,DB00615,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)C
Rifampin,1,2,2,4.26830807606249,0.037441179052790534,0.04011728140459537,122,0.2086740952616965,1,DB01045,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C
Rifamycin sodium,0,5,5,,0.0,0.0,0,0.0,0,DB11753,CC1C=CC=C(C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)[O-])C.[Na+]
Rilpivirine hydrochloride,1,4,4,4.26830807606249,0.037441179052790534,0.04011728140459537,122,0.2086740952616965,1,DB08864,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N.Cl
Riluzole,1,3,3,,0.0,0.0,0,0.0,0,DB00740,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
Rimantadine hydrochloride,0,1,1,,0.0,0.0,0,0.0,0,DB00478,CC(C12CC3CC(C1)CC(C3)C2)N.Cl
Rimegepant sulfate,0,1,1,-0.1455212553604819,0.007044019329155724,0.0010376372775803405,141,0.0068930210499134,1,DB12457,C1CC(C2=C(C=CC=N2)C(C1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6.C1CC(C2=C(C=CC=N2)C(C1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6.O.O.O.OS(=O)(=O)O
Riociguat,0,2,2,,0.0,0.0,0,0.0,0,DB08931,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC
